idStazione;Stazione;Provincia;Quota;UTM_Nord;UTM_EST;Fiume;Bacino;IdDV;IdNeve;idTerm;IdVV;IdPluv;IdIdro;IdRG;IdUR
1237;MONNO ;BS;1728;5122691,03000000;600885,73000000;;;;9043;9014;;9103;;;9397
1238;VAL MASINO S.Martino;SO;943;5121068,46000000;548737,58000000;;;;;9012;;9101;;;9381
1239;SAN PELLEGRINO TERME P.za Alighieri;BG;350;5077078,26000000;551733,98000000;;;;;9029;;9118;;;9393
1264;SONDRIO v.Paribelli;SO;290;5113073,44000000;567873,30000000;;;19126;;11044;19125;10443;;;11045
1266;BERTONICO v.Moro;LO;65;5009105,34000000;552297,47000000;;;10461;;10469;10472;10465;;10467;10470
1273;VAL MASINO Bagni;SO;1191;5121270,51000000;545980,64000000;;;11865;;10570;11671;10574;;10575;10571
1274;PERLEDO P.zza della stazione;LC;212;5095846,29000000;522171,86000000;;;;;;;10585;;;
1297;SPINADESCO v.Battisti;CR;48;5000087,44000000;573153,17000000;;;19162;;12025;19161;12023;;;12026
1303;CREMONA v.Gerre Borghi;CR;36;4995675,35000000;584111,96000000;;;19246;;17001;19245;17131;;17003;17002
1324;LIMONE SUL GARDA ;BS;75;5074143,28000000;639088,83000000;;;14062;;14058;14061;14119;;;14055
1325;COLLIO Memmo;BS;1069;5073930,01000000;602209,48000000;;;14079;;14075;14078;14118;;14148;14072
1326;TOSCOLANO-MADERNO ;BS;70;5054923,03000000;626016,00000000;;;14096;;14092;14095;14120;;;14089
1327;MILANO v.Rosellini;MI;124;5037412,00000000;515187,00000000;;;;;;;14121;;;
1328;TEGLIO S. Giacomo;SO;357;5112157,49000000;580182,17000000;Adda;ADDA SOPRALACUALE;;;14125;;14128;14129;;
1329;LAVENA PONTE TRESA via della Boschiva;VA;269;5090913,87000000;488398,92000000;;;;;14130;;14131;;;14132
1330;OLGIATE COMASCO v.Repubblica;CO;400;5068834,22000000;497872,45000000;;;;;14139;;14141;;;14145
1341;BOSISIO PARINI Imbarcadero;LC;266;5072258,73000000;522295,43000000;Eupilio;EUPILIO;;;;;14171;14170;;
1342;PONTE IN VALTELLINA Lago Reguzzo;SO;2440;5105228,22000000;574978,47000000;;;14182;14178;14194;14186;14197;;14180;14191
1343;LANZADA Passo Marinelli;SO;3032;5133321,94000000;570414,48000000;;;14209;14205;14221;14213;14224;;14207;14218
1345;PIAZZATORRE ;BG;966;5093546,92000000;553689,23000000;;;14229;;14242;14234;14241;;;14238
1346;CAMPODOLCINO Alpe Motta;SO;1880;5141127,03000000;528341,31000000;;;14248;14252;14257;14269;14253;;14255;14265
1347;BARZIO Piani di Bobbio;LC;1713;5089669,44000000;538832,65000000;;;14275;14279;14284;14296;14280;;14282;14292
1348;GAMBOLÒ via Roma;PV;101;5010486,72000000;489275,01000000;Terdoppio;TERDOPPIO;;;;;;14301;;
1349;RIVOLTA D'ADDA SP 4;CR;106;5035962,15000000;538944,96000000;Adda;ADDA SUBLACUALE;;;;;;14304;;
1350;LOCATE DI TRIULZI v. Staffora;MI;92;5022881,37000000;515873,94000000;Lambro Meridionale;LAMBRO;;;;;;14307;;
1351;SALERANO SUL LAMBRO SP115;LO;74;5016386,38000000;529850,96000000;Lambro;LAMBRO;;;;;;14310;;
1352;CALVISANO Mezzane;BS;71;5022526,79000000;609865,80000000;Chiese;OGLIO SUBLACUALE;;;;;;14313;;
1359;BRENO Lago Della Vacca;BS;2410;5090337,33000000;611798,95000000;;;14355;14364;14348;14360;14365;;32345;14351
1360;CLUSONE SP 671;BG;564;5081243,09000000;572409,97000000;;;14374;;14367;14379;14384;;14385;14370
1363;GOLASECCA Miorina misuratore;VA;198;5060406,32000000;472667,65000000;Ticino;TICINO SUBLACUALE;;;;;;3062;;
1364;ORIO LITTA v.Francigena;LO;63;5001496,50000000;541819,54000000;Lambro;LAMBRO;;;;;;3092;;
1365;BIONE ;BS;911;5057931,30000000;603395,23000000;;;14408;;14399;14413;14406;;14405;14402
1366;PORLEZZA torrente;CO;291;5098254,42000000;510895,97000000;;;14452;;14445;14453;14443;;14451;14446
1367;BAGOLINO SP669;BS;775;5077140,76000000;612773,40000000;;;14465;;14478;14466;14476;;14477;14473
1370;GERA LARIO Ponte del Passo;CO;205;5113327,88000000;531293,83000000;Mera;MERA;;;;;;14497;;
1371;BREMBILLA ;BG;468;5073646,37000000;547333,01000000;;;14502;;14500;14503;14499;;;14501
1372;GARZENO ;CO;581;5108761,13000000;519145,91000000;;;;;14518;;14517;;;14519
1375;VARANO BORGHI ;VA;241;5068133,19000000;477631,70000000;;;14530;;14528;14531;14527;;17518;14529
1376;PUEGNAGO DEL GARDA ;BS;291;5048460,32000000;617051,99000000;;;14548;;14546;14549;14545;;;14547
1377;CAPO DI PONTE v.Bona;BS;366;5098299,55000000;603849,63000000;Oglio;OGLIO SOPRALACUALE;;;;;;14565;;
1378;TIGNALE Oldesio;BS;374;5065781,57000000;633895,99000000;;;14570;;14568;14571;14567;;14584;14569
1379;GARGNANO ;BS;984;5065317,74000000;625847,12000000;;;14589;;14587;14590;14586;;14603;14588
1380;TREMEZZO ;CO;309;5092705,45000000;516580,97000000;;;;;14606;;14605;;;14607
1381;CASTIGLIONE OLONA v. XXIV Maggio;VA;268;5067247,24000000;489587,52000000;Olona;LAMBRO;;;;;;14624;;
1382;VEDDASCA Monte Cadrigna;VA;1302;5102054,77000000;482122,16000000;;;14653;32384;14645;14654;14661;;17474;14648
1383;SAREZZO v.della Fonte;BS;290;5057824,42000000;592468,29000000;;;14670;;14665;14671;14664;;;14667
1420;GORDONA ;SO;1362;5126494,86000000;526127,10000000;;;14692;12761;14684;14693;14700;;17476;14687
1422;BERGAMO v.Maffei;BG;249;5060404,63000000;552526,78000000;;;;;;;19026;;;
1425;MILANO Niguarda;MI;139;5041381,11000000;515011,06000000;Seveso;LAMBRO;;;;;;3118;;
1508;LAINATE SP 109;MI;160;5046729,27000000;503760,19000000;Lura;LAMBRO;;;;;;30523;;
1509;PADERNO DUGNANO Palazzolo Parco Borghetto;MI;170;5047745,00000000;512305,00000000;Lura;LAMBRO;;;;;30525;;;
1509;PADERNO DUGNANO Palazzolo Parco Borghetto;MI;170;5047745,00000000;512305,00000000;Seveso;LAMBRO;;;;;30525;;;
1510;MONZA v.Monte Generoso;MB;173;5048372,11000000;519174,18000000;;;;;12755;;30533;;;12756
1511;RESCALDINA ;MI;215;5050479,33000000;496327,29000000;;;;;12757;;30536;;;12758
1512;POGLIANO MILANESE ;MI;160;5042449,31000000;500406,18000000;;;;;12759;;30539;;;12760
1514;CARENNO centro sportivo;LC;633;5072042,50000000;536210,20000000;;;19301;;19293;19300;19295;;;19294
1518;DUBINO La Piazza;SO;993;5112733,82000000;535367,76000000;;;;;19307;;19309;;;19308
1545;SAN SIRO Alpe Rescascìa;CO;1285;5102069,23000000;518430,88000000;;;14716;17612;14725;14717;14724;;17475;14728
1546;RHO Scalo Fiorenza - Prato;MI;143;5040479,24000000;506867,09000000;;;;;14742;;14741;;;14745
1547;RHO Scalo Fiorenza - Tetto;MI;143;5040421,24000000;507155,09000000;;;14750;;;14751;;;;
1549;DARFO BOARIO TERME Cav. Vittorio Veneto;BS;205;5081001,00000000;591075,71000000;Oglio;OGLIO SOPRALACUALE;;;;;;14759;;
1551;PREMANA v.Luciani papa;LC;910;5099899,06000000;532481,68000000;;;19339;;19333;19338;19335;;;19334
1553;MOZZANICA v.Donizetti;BG;104;5036208,11000000;553342,64000000;;;14774;;14766;14775;14765;;;14769
1555;MANERBA DEL GARDA Dusano;BS;73;5044545,36000000;622300,89000000;;;14784;;32391;14785;;32390;17528;32394
1556;PRATA CAMPORTACCIO Pratella;SO;1035;5126642,74000000;531883,00000000;;;;;19342;;19344;;;19343
1559;DERVIO v.S.Cecilia;LC;198;5101755,16000000;523618,84000000;;;;;19363;;19365;;;19364
1560;PADENGHE SUL GARDA v.Fondrini;BS;187;5041631,47000000;617629,90000000;;;19351;;19345;19350;19347;;;19346
1561;PORTO CERESIO campo sportivo;VA;275;5082687,00000000;491668,74000000;;;;;19354;;19356;;;19355
1562;VERCEIA Campo sportivo;SO;200;5116223,07000000;535141,41000000;;;;;30889;;30890;;;
1650;BORMIO eliporto;SO;1172;5145365,30000000;604906,64000000;;;19394;;19388;19393;19390;;19397;19389
1651;MORBEGNO eliporto;SO;230;5109394,71000000;545135,54000000;;;19381;;19375;19380;19377;;19384;19376
1652;TIRANO eliporto;SO;481;5118967,17000000;591186,89000000;;;19407;;19401;19406;19403;;19410;19402
1656;CASALMAGGIORE campo sportivo;CR;26;4983484,90000000;611536,70000000;;;;;19415;;19417;;19419;19416
1657;MARIANO COMENSE campo sportivo;CO;255;5059052,28000000;513843,31000000;;;19435;;19426;19433;19428;;19430;19427
1659;MORNICO AL SERIO campo sportivo;BG;162;5049158,47000000;562551,21000000;;;;;19441;;19443;;19445;19442
1679;SORMANO rifugio Alpetto;CO;1158;5083535,00000000;518233,00000000;;;32379;;32370;32376;32382;;17473;32373
1680;VILMINORE DI SCALVE Presolana;BG;1856;5092483,00000000;580679,00000000;;;32407;32399;32401;32410;32398;;32413;32404
1692;BIENNO Piazze;BS;472;5086804,00000000;600114,00000000;;;;;17443;;17446;;;
1862;BRONI ;PV;77;4987916,00000000;517630,00000000;;;17419;;17432;17418;17437;;17429;17435
1870;RIVOLTA D'ADDA Monfalcone;CR;105;5037842,00000000;540270,00000000;Adda;ADDA SUBLACUALE;;;;;;17448;;
1871;TAVERNOLA BERGAMASCA Gallinarga;BG;185;5060849,00000000;582076,00000000;;;17456;;17451;17454;17450;;;17472
1872;LASNIGO s.Alessandro;CO;554;5081375,00000000;520268,00000000;;;;;17460;;17459;;;17463
1873;ABBIATEGRASSO Strada Casalina;MI;115;5026799,00000000;491367,00000000;;;17483;;;17481;;;17479;
1874;MAGENTA cascina Mainaga;MI;137;5033848,00000000;488617,00000000;;;;;17488;;17487;;;17491
1875;OPERA Ponte Matteotti;MI;98;5024991,00000000;515066,00000000;Lambro Meridionale;LAMBRO;;;;;;17498;;
1876;TIRANO Via Poschiavino;SO;416;5118182,00000000;588798,00000000;Poschiavino;ADDA;;;;;;17548;;
1877;ASOLA v.Industria;MN;38;5008934,00000000;609678,00000000;;;;;17552;;17551;;;
1878;CALCINATO Ponte Santa Maria;BS;125;5034477,00000000;609761,00000000;Chiese;OGLIO SUBLACUALE;;;;;;17556;;
1879;MONTICHIARI Boschetti;BS;92;5028666,00000000;610666,00000000;;;;;17562;;17561;;17565;
1880;LOMELLO Cantona;PV;84;4996463,00000000;484923,00000000;;;;;17573;;17572;;;
1881;MEZZANA BIGLI Passerella;PV;76;4990048,00000000;490350,00000000;Agogna;AGOGNA;;;;;;17578;;
1889;VAL MASINO Merdarola;SO;2280;5119691,00000000;544851,00000000;;;17588;17592;17585;17589;17600;;17593;
1890;TAVERNOLE SUL MELLA Monte Guglielmo;BS;1790;5067376,00000000;591417,00000000;;;22007;22002;22003;22009;22011;;22017;22006
1891;PORTO VALTRAVAGLIA San Michele;VA;875;5087930,00000000;477812,00000000;;;;;22023;;22022;;;22026
1898;VALGANNA Mondonico;VA;665;5084612,00000000;485317,00000000;;;10662;;10658;10664;10666;;;10661
1899;BEREGUARDO Fornasetta;PV;95;5012143,00000000;501719,00000000;;;12720;;12716;12722;12724;;;12719
