FID,TIPO,DTIPO,NOME,EXTRA_RL,DEXTRA_RL,geometry
306,1,Stazione,LEGGIUNO-MONVALLE,1,Interno  confine regionale,POINT (471277.32714617404 5079093.559823161)
307,1,Stazione,TRAVEDONA-BIANDRONNO,1,Interno  confine regionale,POINT (476507.15641330584 5072813.123828776)
308,1,Stazione,MORNAGO CIMBRO,1,Interno  confine regionale,POINT (479398.1208184399 5063811.260173797)
309,1,Stazione,BESNATE,1,Interno  confine regionale,POINT (481427.4347885237 5060018.813384131)
310,1,Stazione,DORMELLETTO,2,Esterno confine regionale,POINT (467515.6089696611 5063305.794224775)
311,1,Stazione,TAINO-ANGERA,1,Interno  confine regionale,POINT (469473.6756112855 5068778.703325417)
312,1,Stazione,CASTELLETTO SOPRA TICINO,2,Esterno confine regionale,POINT (471958.6728002121 5061860.302363675)
313,1,Stazione,GARBAGNA,2,Esterno confine regionale,POINT (473911.96475180594 5025587.821161171)
314,1,Stazione,VANZAGO-POGLIANO,1,Interno  confine regionale,POINT (499754.7970797784 5041351.318242828)
315,1,Stazione,TURBIGO,1,Interno  confine regionale,POINT (479758.82625309686 5041926.08129532)
316,1,Stazione,PONTE TICINO,1,Interno  confine regionale,POINT (478508.82404078403 5040208.118480178)
317,1,Stazione,VERGIATE,1,Interno  confine regionale,POINT (476270.7637033442 5062208.781960622)
318,1,Stazione,CAVARIA-OGGIONA-JERAGO,1,Interno  confine regionale,POINT (484431.28056602867 5060353.309491702)
319,1,Stazione,ALBIZZATE-SOLBIATE ARNO,1,Interno  confine regionale,POINT (484988.0488139422 5063271.276455607)
320,1,Stazione,GAZZADA SCHIANNO-MORAZZONE,1,Interno  confine regionale,POINT (486708.962855297 5069301.70860985)
321,1,Stazione,VENEGONO SUP.-CASTIGLIONE OLONA,1,Interno  confine regionale,POINT (491488.61972711276 5067095.245606793)
322,1,Stazione,TRADATE-ABBIATE GUAZZONE,1,Interno  confine regionale,POINT (494852.88456968113 5059777.301832759)
323,1,Stazione,LOCATE VARESINO,1,Interno  confine regionale,POINT (495501.87029962585 5059180.804303955)
324,1,Stazione,GRANDATE-BRECCIA,1,Interno  confine regionale,POINT (504536.11414607795 5069749.615052985)
325,1,Stazione,ALBATE-CAMERLATA,1,Interno  confine regionale,POINT (505744.9850276692 5069302.606814184)
326,1,Stazione,COMO NORD-CAMERLATA,1,Interno  confine regionale,POINT (506220.62551314785 5070123.585798367)
327,1,Stazione,ALBATE-TRECALLO,1,Interno  confine regionale,POINT (507506.47611645976 5069151.581777691)
328,1,Stazione,PORTICHETTO-LUISAGO,1,Interno  confine regionale,POINT (503836.4434278836 5067276.663952442)
329,1,Stazione,CANTU`,1,Interno  confine regionale,POINT (510214.5325627737 5066367.076852199)
330,1,Stazione,BRENNA-ALZATE,1,Interno  confine regionale,POINT (514314.3957086632 5066815.4966937)
331,1,Stazione,COMO BORGHI,1,Interno  confine regionale,POINT (506997.4155964589 5072360.536756146)
332,1,Stazione,COMO LAGO,1,Interno  confine regionale,POINT (506531.68384999136 5073221.528416623)
333,1,Stazione,COMO S.GIOVANNI,1,Interno  confine regionale,POINT (505668.54952123086 5072733.048701598)
334,1,Stazione,CADORAGO,1,Interno  confine regionale,POINT (503213.2694869616 5063759.207839282)
335,1,Stazione,GERENZANO-TURATE,1,Interno  confine regionale,POINT (500267.42555818683 5054720.788402145)
336,1,Stazione,CARONNO-PERTUSELLA,1,Interno  confine regionale,POINT (504835.0824356205 5049107.75606158)
337,1,Stazione,QUARTO OGGIARO,1,Interno  confine regionale,POINT (511079.95462512894 5041137.674449475)
338,1,Stazione,MI-P.TA GENOVA,1,Interno  confine regionale,POINT (513290.88018368115 5033316.717129566)
339,1,Stazione,MI-CADORNA,1,Interno  confine regionale,POINT (513818.88782881683 5035075.684333707)
340,1,Stazione,MI-P.TA GARIBALDI,1,Interno  confine regionale,POINT (514573.3948135971 5036991.64492978)
341,1,Stazione,MILANO C.LE,1,Interno  confine regionale,POINT (516090.1424407613 5036945.130488886)
342,1,Stazione,MI-P.TA VITTORIA,1,Interno  confine regionale,POINT (517201.0165931183 5034005.683423546)
343,1,Stazione,MI-P.TA ROMANA,1,Interno  confine regionale,POINT (515664.9880577409 5032229.701712457)
344,1,Stazione,MI-ROGOREDO,1,Interno  confine regionale,POINT (518612.3947621045 5031285.22868343)
345,1,Stazione,MI-LAMBRATE,1,Interno  confine regionale,POINT (518551.17743663397 5036862.157500096)
346,1,Stazione,MI-GRECO PIRELLI,1,Interno  confine regionale,POINT (516671.9261956323 5039876.111286002)
347,1,Stazione,MI-BOVISA,1,Interno  confine regionale,POINT (512560.4181669435 5038824.652918895)
348,1,Stazione,MI-CERTOSA,1,Interno  confine regionale,POINT (511675.9251115387 5038984.166857669)
349,1,Stazione,MI-AFFORI,1,Interno  confine regionale,POINT (513083.5641830465 5040743.6431672415)
350,1,Stazione,S.CRISTOFORO,1,Interno  confine regionale,POINT (510124.01267994905 5032151.27518959)
351,1,Stazione,ROVELLASCA-MANERA,1,Interno  confine regionale,POINT (502895.1850440644 5056817.767083685)
352,1,Stazione,ROVELLO PORRO,1,Interno  confine regionale,POINT (502681.1691112125 5055310.269758188)
353,1,Stazione,CORMANO,1,Interno  confine regionale,POINT (513538.9677180935 5043207.634181535)
354,1,Stazione,CUSANO MILANINO,1,Interno  confine regionale,POINT (513599.72459877684 5043778.632812008)
355,1,Stazione,PADERNO DUGNANO,1,Interno  confine regionale,POINT (512634.6261467224 5045544.646426178)
356,1,Stazione,PALAZZOLO MILANESE,1,Interno  confine regionale,POINT (512163.14772734995 5047123.152385071)
357,1,Stazione,BOVISIO-MOMBELLO,1,Interno  confine regionale,POINT (511000.3208134454 5050857.158373159)
358,1,Stazione,CAMNAGO LENTATE,1,Interno  confine regionale,POINT (510428.149581327 5057358.645344128)
359,1,Stazione,CARIMATE,1,Interno  confine regionale,POINT (508563.70222808275 5060177.161506794)
360,1,Stazione,CANTU`-CERMENATE,1,Interno  confine regionale,POINT (507812.2368907984 5062286.158112886)
361,1,Stazione,CUCCIAGO,1,Interno  confine regionale,POINT (506381.9099727012 5065117.159623859)
362,1,Stazione,LAMBRUGO,1,Interno  confine regionale,POINT (518540.499132232 5067612.3826450175)
363,1,Stazione,MONZA SOBBORGHI,1,Interno  confine regionale,POINT (522128.576332836 5047510.138711188)
364,1,Stazione,CARNATE-USMATE,1,Interno  confine regionale,POINT (529224.1328923933 5055484.3608238185)
365,1,Stazione,PADERNO-ROBBIATE,1,Interno  confine regionale,POINT (534026.0792029757 5058405.772141822)
366,1,Stazione,CERNUSCO-MERATE,1,Interno  confine regionale,POINT (530807.0117651051 5060193.752438274)
367,1,Stazione,OLGIATE-CALCO-BRIVIO,1,Interno  confine regionale,POINT (531407.042348583 5064071.682799304)
368,1,Stazione,LISSONE-MUGGIO`,1,Interno  confine regionale,POINT (518343.5562520444 5050342.575725817)
369,1,Stazione,MACHERIO,1,Interno  confine regionale,POINT (520828.32391869655 5054284.483175695)
370,1,Stazione,BIASSONO-LESMO-PARCO,1,Interno  confine regionale,POINT (523296.5732296207 5053296.4804886235)
371,1,Stazione,MACHERIO-CANONICA,1,Interno  confine regionale,POINT (522320.1959331223 5054622.454158165)
372,1,Stazione,TRIUGGIO-PONTE ALBIATE,1,Interno  confine regionale,POINT (520622.32789272384 5056865.928683001)
373,1,Stazione,CARATE BRIANZA-CALO`,1,Interno  confine regionale,POINT (519679.096837399 5058014.935972844)
374,1,Stazione,RENATE-VEDUGGIO,1,Interno  confine regionale,POINT (521681.65698738606 5063852.33092469)
375,1,Stazione,CASSAGO-NIBIONNO-BULCIAGO,1,Interno  confine regionale,POINT (521594.8066228138 5065713.81426588)
376,1,Stazione,COSTA MASNAGA,1,Interno  confine regionale,POINT (521692.8372494817 5067534.792844129)
377,1,Stazione,CASLETTO-ROGENO,1,Interno  confine regionale,POINT (521442.26799133763 5070161.273211071)
378,1,Stazione,MOLTENO,1,Interno  confine regionale,POINT (523210.3621883268 5069663.727015273)
379,1,Stazione,SALA AL BARRO-GALBIATE,1,Interno  confine regionale,POINT (528408.242022012 5073968.573417075)
380,1,Stazione,CIVATE,1,Interno  confine regionale,POINT (527576.0287432079 5075208.070275809)
381,1,Stazione,LECCO-MAGGIANICO,1,Interno  confine regionale,POINT (532277.316061794 5074909.002922665)
382,1,Stazione,VERCURAGO-S.GIROLAMO,1,Interno  confine regionale,POINT (532942.2704790105 5072779.026904318)
383,1,Stazione,CALOLZIOCORTE-OLGINATE,1,Interno  confine regionale,POINT (533533.3711652089 5071856.53395897)
384,1,Stazione,LEZZA-CARPESINO,1,Interno  confine regionale,POINT (517735.0233501751 5074238.341466463)
385,1,Stazione,CASLINO DI ERBA,1,Interno  confine regionale,POINT (518239.17144224397 5075647.312479631)
386,1,Stazione,CANZO,1,Interno  confine regionale,POINT (520905.9257395514 5077280.199228077)
387,1,Stazione,ASSO,1,Interno  confine regionale,POINT (520714.9456995391 5077975.690182213)
388,1,Stazione,TERNO D'ISOLA,1,Interno  confine regionale,POINT (541640.3077177284 5059518.217332964)
389,1,Stazione,S.ZENONE AL LAMBRO,1,Interno  confine regionale,POINT (528414.9046912843 5020450.835951996)
390,1,Stazione,PIOLTELLO-LIMITO,1,Interno  confine regionale,POINT (525634.2778751095 5036931.730115022)
391,1,Stazione,TREVIGLIO OVEST,1,Interno  confine regionale,POINT (545206.6467679447 5040761.568669363)
392,1,Stazione,TREVIGLIO,1,Interno  confine regionale,POINT (545944.1376055887 5040270.073510106)
393,1,Stazione,COLMEGNA,1,Interno  confine regionale,POINT (480972.9803848365 5097197.326476458)
394,1,Stazione,PORTO VARALLO POMBIA,2,Esterno confine regionale,POINT (471706.1386608798 5059159.846322384)
395,1,Stazione,PIZZIGHETTONE,1,Interno  confine regionale,POINT (560865.7271767948 5003355.391979577)
396,1,Stazione,CHIAVENNA,1,Interno  confine regionale,POINT (531298.0539249447 5129830.720213632)
397,1,Stazione,S. CASSIANO,1,Interno  confine regionale,POINT (531105.9718548807 5123825.77645033)
398,1,Stazione,TIRANO,1,Interno  confine regionale,POINT (589931.7983371484 5118715.694914405)
399,1,Stazione,NOVATE MEZZOLA,1,Interno  confine regionale,POINT (534407.4703216676 5118130.274117109)
400,1,Stazione,VILLA DI TIRANO,1,Interno  confine regionale,POINT (587292.3735001726 5116488.302848816)
401,1,Stazione,VERCEIA,1,Interno  confine regionale,POINT (534868.1797807703 5115339.298428576)
402,1,Stazione,EDOLO,1,Interno  confine regionale,POINT (602601.0614596886 5114474.729333546)
403,1,Stazione,BIANZONE,1,Interno  confine regionale,POINT (585258.4409181795 5114043.904322076)
404,1,Stazione,SONDRIO,1,Interno  confine regionale,POINT (567200.6754104903 5112996.938051191)
405,1,Stazione,SONICO,1,Interno  confine regionale,POINT (604412.2903321105 5112892.742975645)
406,1,Stazione,CHIURO,1,Interno  confine regionale,POINT (576968.0852112102 5112820.4647365315)
407,1,Stazione,DUBINO,1,Interno  confine regionale,POINT (532387.3018785814 5112036.879912823)
408,1,Stazione,TALAMONA,1,Interno  confine regionale,POINT (546106.9056022371 5109835.183559601)
409,1,Stazione,COLICO,1,Interno  confine regionale,POINT (529035.2009972542 5109541.469185182)
410,1,Stazione,MORBEGNO,1,Interno  confine regionale,POINT (543875.1917792044 5109524.223040925)
411,1,Stazione,DELEBIO,1,Interno  confine regionale,POINT (535652.5994960642 5109511.861936864)
412,1,Stazione,MALONNO,1,Interno  confine regionale,POINT (601728.5570988636 5107879.387532626)
413,1,Stazione,DORIO,1,Interno  confine regionale,POINT (524736.4732725787 5105508.089736694)
414,1,Stazione,DERVIO,1,Interno  confine regionale,POINT (523621.7106212608 5102749.1436752565)
415,1,Stazione,CEDEGOLO,1,Interno  confine regionale,POINT (604332.1291134984 5102654.962910845)
416,1,Stazione,SELLERO,1,Interno  confine regionale,POINT (604524.4980807998 5100736.9954192)
417,1,Stazione,CAPO DI PONTE,1,Interno  confine regionale,POINT (604274.6203770279 5098177.547570039)
418,1,Stazione,REGOLEDO,1,Interno  confine regionale,POINT (522703.47322637646 5097322.754852777)
419,1,Stazione,LUGANO,2,Esterno confine regionale,POINT (495864.30219480273 5094565.237729524)
420,1,Stazione,FIUMELATTE,1,Interno  confine regionale,POINT (522825.4706807474 5093967.31417851)
421,1,Stazione,LUINO,1,Interno  confine regionale,POINT (479634.69704473263 5093559.871543957)
422,1,Stazione,BRENO,1,Interno  confine regionale,POINT (601038.3926518412 5090229.23917502)
423,1,Stazione,LIERNA,1,Interno  confine regionale,POINT (523582.2598004026 5089707.386876897)
424,1,Stazione,OLCIO,1,Interno  confine regionale,POINT (524541.9476074735 5087070.419808962)
425,1,Stazione,PIAN DI BORNO,1,Interno  confine regionale,POINT (594817.2178285108 5085584.895023196)
426,1,Stazione,MANDELLO D. LARIO,1,Interno  confine regionale,POINT (524926.6513903684 5084678.957358199)
427,1,Stazione,CAPOLAGO,2,Esterno confine regionale,POINT (498521.71496739145 5082978.941859715)
428,1,Stazione,ABBADIA LARIANA,1,Interno  confine regionale,POINT (526150.960933425 5082779.466823469)
429,1,Stazione,DARFO,1,Interno  confine regionale,POINT (592054.5905168976 5082331.975091673)
430,1,Stazione,CITTIGLIO,1,Interno  confine regionale,POINT (474296.95898719464 5081951.515698346)
431,1,Stazione,GEMONIO,1,Interno  confine regionale,POINT (474701.30182534456 5080358.032965815)
432,1,Stazione,SANGIANO,1,Interno  confine regionale,POINT (471489.33765343233 5079883.549993315)
433,1,Stazione,MENDRISIO,2,Esterno confine regionale,POINT (498397.50510551577 5079325.032814188)
434,1,Stazione,ARTOGNE,1,Interno  confine regionale,POINT (589806.5725310264 5078954.54202608)
435,1,Stazione,ARCISATE,1,Interno  confine regionale,POINT (489218.17910096626 5078295.586855148)
436,1,Stazione,LECCO,1,Interno  confine regionale,POINT (530944.7690511771 5077899.973274901)
437,1,Stazione,PIAN CAMUNO,1,Interno  confine regionale,POINT (588258.0599091391 5076912.081478603)
438,1,Stazione,GAVIRATE,1,Interno  confine regionale,POINT (477889.82325382193 5076845.071408908)
439,1,Stazione,VALMADRERA,1,Interno  confine regionale,POINT (528587.7907755313 5076763.030072679)
440,1,Stazione,BELGIRATE,2,Esterno confine regionale,POINT (466516.84980345384 5076661.109229519)
441,1,Stazione,BESOZZO,1,Interno  confine regionale,POINT (473912.7453232692 5076342.582771941)
442,1,Stazione,PONTE LAMBRO,1,Interno  confine regionale,POINT (517536.4221351176 5075238.837646936)
443,1,Stazione,CHIASSO,2,Esterno confine regionale,POINT (502538.3219834919 5075218.558173234)
444,1,Stazione,LESA,2,Esterno confine regionale,POINT (465819.57583846914 5074708.642513443)
445,1,Stazione,VARESE,1,Interno  confine regionale,POINT (487569.75620125106 5073856.6525651505)
446,1,Stazione,ERBA,1,Interno  confine regionale,POINT (517951.6251337318 5073270.844480646)
447,1,Stazione,PISOGNE,1,Interno  confine regionale,POINT (585917.7721107565 5073105.155633011)
448,1,Stazione,ISPRA,1,Interno  confine regionale,POINT (470724.23206130223 5073011.638992374)
449,1,Stazione,MEINA,2,Esterno confine regionale,POINT (463975.5413802363 5071118.715581191)
450,1,Stazione,MALNATE,1,Interno  confine regionale,POINT (490632.67896213406 5071048.195945129)
451,1,Stazione,OGGIONO,1,Interno  confine regionale,POINT (526146.8403493421 5070477.645435166)
452,1,Stazione,MOIANA,1,Interno  confine regionale,POINT (519917.28948876925 5070324.315941175)
453,1,Stazione,MERONE,1,Interno  confine regionale,POINT (518956.28646702087 5069627.850808437)
454,1,Stazione,VEDANO OLONA,1,Interno  confine regionale,POINT (491321.898391829 5069301.218738847)
455,1,Stazione,ANZANO DEL PARCO,1,Interno  confine regionale,POINT (515799.53941559664 5068050.957369166)
456,1,Stazione,ARONA,2,Esterno confine regionale,POINT (465747.18780630926 5066704.756077919)
457,1,Stazione,AIRUNO,1,Interno  confine regionale,POINT (532816.7990927201 5066634.125809827)
458,1,Stazione,FINO MORNASCO,1,Interno  confine regionale,POINT (503452.79314492026 5065655.689060455)
459,1,Stazione,CASTRONNO,1,Interno  confine regionale,POINT (485489.93563978025 5065459.252886082)
460,1,Stazione,MARONE,1,Interno  confine regionale,POINT (585137.3981728299 5065407.795221459)
461,1,Stazione,CISANO,1,Interno  confine regionale,POINT (536636.3460047783 5065148.124428882)
462,1,Stazione,INVERIGO,1,Interno  confine regionale,POINT (517489.7153344992 5065053.434485883)
463,1,Stazione,PONTIDA,1,Interno  confine regionale,POINT (538912.539409979 5064185.1310730595)
464,1,Stazione,SESTO CALENDE,1,Interno  confine regionale,POINT (471563.32599050226 5063685.774572726)
465,1,Stazione,AROSIO,1,Interno  confine regionale,POINT (516406.81352196046 5062534.48093027)
466,1,Stazione,CASLINO AL PIANO,1,Interno  confine regionale,POINT (503210.3707022074 5061841.224225425)
467,1,Stazione,TRADATE,1,Interno  confine regionale,POINT (492798.92995750124 5061736.7908497015)
468,1,Stazione,CARUGO,1,Interno  confine regionale,POINT (515504.92723249004 5061308.01048246)
469,1,Stazione,BESANA IN BRIANZA,1,Interno  confine regionale,POINT (522013.6188151846 5061080.851045441)
470,1,Stazione,PONTE S. PIETRO,1,Interno  confine regionale,POINT (545185.3718273375 5060816.171378108)
471,1,Stazione,LOMAZZO,1,Interno  confine regionale,POINT (502901.9803927932 5060548.737883345)
472,1,Stazione,MARIANO COMENSE,1,Interno  confine regionale,POINT (514101.4160781058 5060022.547515695)
473,1,Stazione,BERGAMO,1,Interno  confine regionale,POINT (552554.1458210004 5059810.1400689855)
474,1,Stazione,VILLA RAVERIO,1,Interno  confine regionale,POINT (520424.73980328074 5059764.40276893)
475,1,Stazione,BORGO TICINO,2,Esterno confine regionale,POINT (469058.542156719 5059718.3475358905)
476,1,Stazione,SERIATE,1,Interno  confine regionale,POINT (556413.2318568309 5059150.128123222)
477,1,Stazione,ALBANO S. ALESSANDRO,1,Interno  confine regionale,POINT (559932.3399952096 5059090.604936271)
478,1,Stazione,CALUSCO D`ADDA,1,Interno  confine regionale,POINT (536597.4142554607 5059014.250151256)
479,1,Stazione,SOMMA LOMBARDO,1,Interno  confine regionale,POINT (477482.09066843044 5059011.328633357)
480,1,Stazione,PILZONE,1,Interno  confine regionale,POINT (583978.8481601353 5058337.966207401)
481,1,Stazione,OSNAGO,1,Interno  confine regionale,POINT (529980.6279420366 5058291.286927804)
482,1,Stazione,CABIATE,1,Interno  confine regionale,POINT (513184.6448532937 5058237.07904277)
