numero_stazione,nome_stazione,anno,null_obs_ranking,nil,id_nil,municipio,longitudine,latitudine
127,Risorgimento,2012,very_low,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,21,3,9.210778669646656,45.468159423178605
128,Indipendenza - Castel Morrone,2012,very_low,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,21,3,9.214342942182018,45.46827979293747
129,Fiamma,2012,very_low,XXII MARZO,26,4,9.21137942996907,45.464603663571694
130,XXII Marzo,2011,very_low,XXII MARZO,26,4,9.212473928037905,45.46215871433246
131,Emilia - Piceno,2012,very_low,XXII MARZO,26,4,9.21606853083627,45.46250872867429
132,Bronzetti - Archimede,2012,very_low,XXII MARZO,26,4,9.214582613231006,45.46532506559038
133,Dateo,2012,very_low,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,21,3,9.21665548983285,45.46844806277919
134,Teodosio - Porpora,2016,low,LORETO - CASORETTO - NOLO,20,3,9.230021971395088,45.486365179429974
135,Muratori - Umbria,2013,very_low,PTA ROMANA,27,4,9.212332427003314,45.450855165183
136,Monte Nero - Spartaco,2011,very_low,XXII MARZO,26,4,9.207674338139586,45.46014193431468
137,Sempione - RAI,2012,very_low,PAGANO,68,8,9.166725188458814,45.47947710628614
138,Cadore - Pinaroli,2013,very_low,XXII MARZO,26,4,9.213132486924737,45.45830468883101
139,Lazio - Vasari - Morosini,2012,very_low,PTA ROMANA,27,4,9.20804685949036,45.45523954502686
140,Cirene - Friuli,2013,very_low,XXII MARZO,26,4,9.212481272086078,45.45344138019174
141,Caldara - Curtatone,2011,very_low,GUASTALLA,4,1,9.202932286630446,45.4551483243492
142,Tiraboschi - Muratori,2014,very_low,PTA ROMANA,27,4,9.208689989178742,45.45222439705576
143,Lodi - Papi,2011,very_low,PTA ROMANA,27,4,9.206755293747399,45.44996196254851
144,Brescia,2014,very_low,DE ANGELI - MONTE ROSA,58,7,9.145425107028267,45.471601123029075
145,Lombardia - Vallazze,2014,very_low,CITTA' STUDI,22,3,9.223717027400392,45.48412143496269
146,Crema - Giulio Romano,2013,very_low,PTA ROMANA,27,5,9.202734775540431,45.44806303001857
147,Ripamonti - Bellezza,2012,very_low,PORTA VIGENTINA - PORTA LODOVICA,5,5,9.197224446017652,45.44880498620754
148,Bocconi 3 - I. Aragona,2011,very_low,PORTA VIGENTINA - PORTA LODOVICA,5,5,9.190541420353984,45.45117523424748
149,Bonomelli,2015,very_low,SCALO ROMANA,36,5,9.21349817064826,45.44065529563903
150,Sraffa,2013,very_low,PORTA TICINESE - CONCA DEL NAVIGLIO,6,5,9.186069844599396,45.44833812150392
151,Balilla - Tibaldi,2011,very_low,PORTA TICINESE - CONCA DEL NAVIGLIO,6,5,9.182642660800637,45.44463070396924
152,San Gottardo - Gentilino,2013,very_low,PORTA TICINESE - CONCA DEL NAVIGLIO,6,5,9.180093940737024,45.44891671338399
153,Segantini - Darwin,2013,very_low,PORTA TICINESE - CONCHETTA,44,6,9.172744667775984,45.445754377879595
154,Ascanio Sforza - Pavia,2012,very_low,PORTA TICINESE - CONCA DEL NAVIGLIO,6,5,9.177492616815389,45.44736501271964
155,Naviglio Pavese - Torricelli,2013,very_low,PORTA TICINESE - CONCA DEL NAVIGLIO,6,5,9.176369918148753,45.44420802828608
156,Arcole - Argelati,2013,very_low,PORTA TICINESE - CONCHETTA,44,6,9.172707012932683,45.44963608797607
157,Roncaglia - Washington,2014,very_low,PORTA MAGENTA,51,6,9.154348316739588,45.45880186998611
158,Naviglio Grande - Valenza,2013,very_low,PORTA TICINESE - CONCHETTA,44,6,9.16745057414255,45.44980718424918
159,Gorini - Strambio,2014,very_low,CITTA' STUDI,22,3,9.23101716173386,45.47338889489324
160,Zara M3,2012,very_low,ISOLA,11,9,9.191852663487996,45.49149303339441
